ID;ParentID;Tipo;Secuencia;Descripción;Cliente;Vehículo;RefInterno;versión;Imagen;Consumo;Unidad;Sourcing;Código
258;256;Insumo;2; SANSUY CUERO APB                        ;;;;;;0.132028; MT2  ;; 00173623-01-V20
259;256;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
260;256;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
261;256;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
262;256;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
263;256;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
264;256;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
265;;Pieza Final;1;;;;;;;;;;00168465-04-V20
266;265;Insumo;1; PLASTICO APB DER B7 DEL.                ;;;;;;1; UN   ;; 00162546-02-NHZ
267;265;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
268;265;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
269;265;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
270;265;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
271;265;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
272;265;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
273;265;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.132029; MTS  ;; TEPCL58        
274;;Pieza Final;1;;;;;;;;;;00168470-03-V20
275;274;Insumo;1; PLASTICO APB IZQ B7 TRAS.               ;;;;;;1; UN   ;; 00162594-02-NHZ
276;274;Insumo;2; SANSUY CUERO APB                        ;;;;;;0.132028; MT2  ;; 00173623-01-V20
277;274;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
278;274;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
279;274;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
280;274;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
281;274;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
282;274;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
283;;Pieza Final;1;;;;;;;;;;00168470-04-V20
284;283;Insumo;1; PLASTICO APB IZQ B7 TRAS.               ;;;;;;1; UN   ;; 00162594-02-NHZ
285;283;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
286;283;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
287;283;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
288;283;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
289;283;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
290;283;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
291;283;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.132029; MTS  ;; TEPCL58        
292;;Pieza Final;1;;;;;;;;;;00168473-03-V20
293;292;Insumo;1; PLASTICO APB DER B7 TRAS.               ;;;;;;1; UN   ;; 00162657-02-NHZ
294;292;Insumo;2; SANSUY CUERO APB                        ;;;;;;0.132028; MT2  ;; 00173623-01-V20
295;292;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
296;292;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
297;292;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
298;292;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
299;292;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
300;292;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
301;;Pieza Final;1;;;;;;;;;;00168473-04-V20
302;301;Insumo;1; PLASTICO APB DER B7 TRAS.               ;;;;;;1; UN   ;; 00162657-02-NHZ
303;301;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
304;301;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
305;301;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
306;301;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
307;301;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
308;301;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
309;301;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.132029; MTS  ;; TEPCL58        
310;;Pieza Final;1;;;;;;;;;;00205812-03-V20
311;310;Insumo;1; PLASTICO APB  DER T73A                  ;;;;;;1; UN   ;; 00205809-01-000
312;310;Insumo;2; TRÉVES TELA APB                         ;;;;;;0.115; MT2  ;; 00209835-01-V20
313;310;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
314;310;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
315;310;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
316;310;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
317;310;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
318;310;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
319;;Pieza Final;1;;;;;;;;;;00205812-04-V20
320;319;Insumo;1; PLASTICO APB  DER T73A                  ;;;;;;1; UN   ;; 00205809-01-000
321;319;Insumo;2; TRÉVES TELA APB                         ;;;;;;0.115; MT2  ;; 00209835-01-V20
322;319;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
323;319;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
324;319;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
325;319;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
326;319;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
327;319;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166666; UN   ;; SEP/REYDEL     
328;;Pieza Final;1;;;;;;;;;;00205813-03-V20
329;328;Insumo;1; PLASTICO APB  IZQ T73A                  ;;;;;;1; UN   ;; 00205810-01-000
330;328;Insumo;2; TRÉVES TELA APB                         ;;;;;;0.115; MT2  ;; 00209835-01-V20
331;328;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
332;328;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
333;328;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
334;328;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
335;328;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
336;328;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
337;;Pieza Final;1;;;;;;;;;;00205813-04-V20
338;337;Insumo;1; PLASTICO APB  IZQ T73A                  ;;;;;;1; UN   ;; 00205810-01-000
339;337;Insumo;2; TRÉVES TELA APB                         ;;;;;;0.115; MT2  ;; 00209835-01-V20
340;337;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
341;337;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
342;337;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
343;337;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
344;337;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
345;337;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
346;;Pieza Final;1;;;;;;;;;;00205814-03-NHZ
347;346;Insumo;1; SANSUY CUERO APB                        ;;;;;;0.132333; MT2  ;; 00173623-01-V20
348;346;Insumo;2; PLASTICO APB  DER T73A                  ;;;;;;1; UN   ;; 00205809-01-000
349;346;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
350;346;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
351;346;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
352;346;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
353;346;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
354;346;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
355;;Pieza Final;1;;;;;;;;;;00205814-04-NHZ
356;355;Insumo;1; PLASTICO APB  DER T73A                  ;;;;;;1; UN   ;; 00205809-01-000
357;355;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
358;355;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
359;355;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
360;355;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
361;355;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
362;355;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
363;355;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.13239; MTS  ;; TEPCL58        
364;;Pieza Final;1;;;;;;;;;;00205815-03-NHZ
365;364;Insumo;1; SANSUY CUERO APB                        ;;;;;;0.132333; MT2  ;; 00173623-01-V20
366;364;Insumo;2; PLASTICO APB  IZQ T73A                  ;;;;;;1; UN   ;; 00205810-01-000
367;364;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
368;364;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
369;364;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
370;364;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
371;364;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
372;364;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
373;;Pieza Final;1;;;;;;;;;;00205815-04-NHZ
374;373;Insumo;1; PLASTICO APB  IZQ T73A                  ;;;;;;1; UN   ;; 00205810-01-000
375;373;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
376;373;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
377;373;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
378;373;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
379;373;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
380;373;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
381;373;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.13239; MTS  ;; TEPCL58        
382;;Pieza Final;1;;;;;;;;;;00228994-02-V20
383;382;Insumo;1; TRÉVES TELA APB                         ;;;;;;0.129; MT2  ;; 00209835-01-V20
384;382;Insumo;2;  PLASTICO ARMREST IZQ DEL  T7X          ;;;;;;1; UN   ;; 00230610-01-000
385;382;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
386;382;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
387;382;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
388;382;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
389;382;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
390;382;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
391;;Pieza Final;1;;;;;;;;;;00228994-03-V20
392;391;Insumo;1; TRÉVES TELA APB                         ;;;;;;0.129; MT2  ;; 00209835-01-V20
393;391;Insumo;2;  PLASTICO ARMREST IZQ DEL  T7X          ;;;;;;1; UN   ;; 00230610-01-000
394;391;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
395;391;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
396;391;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
397;391;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
398;391;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
399;391;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166666; UN   ;; SEP/REYDEL     
400;;Pieza Final;1;;;;;;;;;;00229003-02-V20
401;400;Insumo;1; TRÉVES TELA APB                         ;;;;;;0.129; MT2  ;; 00209835-01-V20
402;400;Insumo;2;  PLASTICO ARMREST DER DEL T7X           ;;;;;;1; UN   ;; 00230611-00-000
403;400;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
404;400;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
405;400;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
406;400;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
407;400;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
408;400;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
409;;Pieza Final;1;;;;;;;;;;00229003-03-V20
410;409;Insumo;1; TRÉVES TELA APB                         ;;;;;;0.129; MT2  ;; 00209835-01-V20
411;409;Insumo;2;  PLASTICO ARMREST DER DEL T7X           ;;;;;;1; UN   ;; 00230611-00-000
412;409;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
413;409;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
414;409;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
415;409;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
416;409;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
417;409;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
418;;Pieza Final;1;;;;;;;;;;00229008-02-NHZ
419;418;Insumo;1; SANSUY CUERO APB                        ;;;;;;0.147389; MT2  ;; 00173623-01-V20
420;418;Insumo;2;  PLASTICO ARMREST IZQ DEL  T7X          ;;;;;;1; UN   ;; 00230610-01-000
421;418;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
422;418;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
423;418;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
424;418;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
425;418;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
426;418;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
427;;Pieza Final;1;;;;;;;;;;00229008-03-NHZ
428;427;Insumo;1;  PLASTICO ARMREST IZQ DEL  T7X          ;;;;;;1; UN   ;; 00230610-01-000
429;427;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
430;427;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
431;427;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
432;427;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
433;427;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
434;427;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
435;427;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.14738; MTS  ;; TEPCL58        
436;;Pieza Final;1;;;;;;;;;;00229012-02-NHZ
437;436;Insumo;1; SANSUY CUERO APB                        ;;;;;;0.147389; MT2  ;; 00173623-01-V20
438;436;Insumo;2;  PLASTICO ARMREST DER DEL T7X           ;;;;;;1; UN   ;; 00230611-00-000
439;436;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
440;436;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
441;436;Insumo;5; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
442;436;Insumo;6; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002857; BI   ;; PPBL - 3A      
443;436;Insumo;7; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002857; BI   ;; PPBL - 3B      
444;436;Insumo;8; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
445;;Pieza Final;1;;;;;;;;;;00229012-03-NHZ
446;445;Insumo;1;  PLASTICO ARMREST DER DEL T7X           ;;;;;;1; UN   ;; 00230611-00-000
447;445;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
448;445;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
449;445;Insumo;4; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
450;445;Insumo;5; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
451;445;Insumo;6; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
452;445;Insumo;7; SEPARADORES REYDEL                      ;;;;;;0.166666; UN   ;; SEP/REYDEL     
453;445;Insumo;8; SAMFOAM III TEP-CL58-PRETO S092         ;;;;;;0.14738; MTS  ;; TEPCL58        
454;;Pieza Final;1;;;;;;;;;;00235799-01-000
455;454;Insumo;1; PVC COIL - GAE V224                     ;;;;;;0.083333; MT2  ;; 00172128-01-NHZ
456;454;Insumo;2; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.05; ROLL ;; ET-SATO-100X60 
457;454;Insumo;3; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;8e-05; KG   ;; GM30W-49990    
458;;Pieza Final;1;;;;;;;;;;00238887-01-V20
459;458;Insumo;1; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
460;458;Insumo;2; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
461;458;Insumo;3; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
462;458;Insumo;4; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
463;458;Insumo;5; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
464;458;Insumo;6; SEPARADORES REYDEL                      ;;;;;;0.16667; UN   ;; SEP/REYDEL     
465;458;Insumo;7; TC00101 REPS 2E2 BASE SLIGHT BITON - TRA;;;;;;0.108; MTS  ;; TTRAM-P21      
466;;Pieza Final;1;;;;;;;;;;00238887-02-V20
467;466;Insumo;1; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
468;466;Insumo;2; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
469;466;Insumo;3; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
470;466;Insumo;4; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.002856; BI   ;; PPBL - 3A      
471;466;Insumo;5; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.002856; BI   ;; PPBL - 3B      
472;466;Insumo;6; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
473;466;Insumo;7; TC00101 REPS 2E2 BASE SLIGHT BITON - TRA;;;;;;0.108; MTS  ;; TTRAM-P21      
474;;Pieza Final;1;;;;;;;;;;00238887-03-V20
475;474;Insumo;1; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
476;474;Insumo;2; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
477;474;Insumo;3; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
478;474;Insumo;4; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
479;474;Insumo;5; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
480;474;Insumo;6; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
481;474;Insumo;7; TC00101 REPS 2E2 BASE SLIGHT BITON - TRA;;;;;;0.107; MTS  ;; TTRAM-P21      
482;;Pieza Final;1;;;;;;;;;;00238888-01-V20
483;482;Insumo;1; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
484;482;Insumo;2; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
485;482;Insumo;3; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
486;482;Insumo;4; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.00285; BI   ;; PPBL - 3A      
487;482;Insumo;5; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.00285; BI   ;; PPBL - 3B      
488;482;Insumo;6; SEPARADORES REYDEL                      ;;;;;;0.166667; UN   ;; SEP/REYDEL     
489;482;Insumo;7; TC00101 REPS 2E2 BASE SLIGHT BITON - TRA;;;;;;0.108; MTS  ;; TTRAM-P21      
490;;Pieza Final;1;;;;;;;;;;00238888-02-V20
491;490;Insumo;1; ADHESIVO FA X 18 L.                     ;;;;;;0.003333; BI   ;; AD - ADFA15    
492;490;Insumo;2; RETICULANTE GV X 0.6 KG                 ;;;;;;0.003333; BO   ;; AD - REGV0.6   
493;490;Insumo;3; Bandejas grises REYDEL                  ;;;;;;0.083333; UN   ;; BAN-REYDEL     
